"gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","sig","description_Phha","gene_symbol_human","description_human"
"TNN",0.270368623426438,0.0197666713424416,0.692186336752309,0.0285568643772795,0.977218015281055,NA,FALSE,"tenascin N;transcript_id=XM_045838724.1",NA,NA
"TNNC1",0.332325278908822,0.294222692580899,0.52066718685502,0.565087833473987,0.572014023451059,NA,FALSE,"troponin C1%2C slow skeletal and cardiac type;transcript_id=XM_045832340.1",NA,NA
"TNNC2",17.8363972096397,-0.145545142256791,0.12115070141624,-1.20135616678552,0.229613071589992,0.823534560917096,FALSE,"troponin C2%2C fast skeletal type;transcript_id=XM_045833131.1",NA,NA
"TNNI1",0.012423058355973,0.0995293692763728,1.7964152984441,0.0554044320166817,0.955816265024404,NA,FALSE,"troponin I1%2C slow skeletal type;transcript_id=XM_045816602.1",NA,NA
"TNNI2",0.0321115162522453,0.133931188352739,1.7964152984441,0.0745546914840568,0.940569024698048,NA,FALSE,"troponin I2%2C fast skeletal type;transcript_id=XM_045821018.1",NA,NA
"TNNI3",0.0806745328276107,0.12201044021339,1.54820162536127,0.078807849194009,0.937185460714116,NA,FALSE,"troponin I3%2C cardiac type;transcript_id=XM_045830326.1",NA,NA
"TNNI3K",2.77839086154163,-0.0730720119710279,0.231925799830729,-0.315066335976245,0.752711287777832,0.97472371581822,FALSE,"TNNI3 interacting kinase;transcript_id=XM_045835309.1",NA,NA
"TNNT1",0.0603325502164933,0.0652602025178112,1.79639638410363,0.0363283978387515,0.971020506678992,NA,FALSE,"troponin T1%2C slow skeletal type%2C transcript variant X1;transcript_id=XM_045830300.1",NA,NA
"TNNT2",0.0385320103180192,0.0773669123288879,1.7964152984441,0.0430673866983301,0.965647816811132,NA,FALSE,"troponin T2%2C cardiac type%2C transcript variant X6;transcript_id=XM_045817094.1",NA,NA
"TNNT3",0.0453337414837079,-0.121976611780886,1.7964152984441,-0.0679000072458365,0.945865232986701,NA,FALSE,"troponin T3%2C fast skeletal type%2C transcript variant X1;transcript_id=XM_045820956.1",NA,NA
